"pl_name","hostname","discoverymethod","default_flag","pl_eqt","pl_insol","pl_eqt_est","pl_orbeccen","st_met","st_teff","st_rad","st_mass","T_used","can_hold_water_temp","WRI_temp_prob"
"TOI-1062 c","TOI-1062","Radial Velocity",1,859,95,859,0.14,0.14,5328,0.84,0.94,859,0,0.000356110648327875
"TOI-1064 b","TOI-1064","Transit",1,784,62.9,784,0.047,0.05,4734,0.726,0.748,784,0,0.00102241176531195
"TOI-1064 c","TOI-1064","Transit",1,634,26.8,634,0.088,0.05,4734,0.726,0.748,634,0,0.00837679088792199
"TOI-1075 b","TOI-1075","Transit",1,1323,509.2,1323,0,-0.08,3875,0.581,0.604,1323,0,5.20237564546656e-07
"TOI-1107 b","TOI-1107","Transit",1,1728,532,1728,0.025,-0.1,6311,1.81,1.35,1728,0,1.7426794458487e-09
"TOI-1117 b","TOI-1117","Transit",1,1538,928,1538,0,0.136,5635,1.05,0.97,1538,0,2.5253484015438e-08
"TOI-1117 c","TOI-1117","Radial Velocity",1,1210,355,1210,0,0.136,5635,1.05,0.97,1210,0,2.55124423015991e-06
"TOI-1117 d","TOI-1117","Radial Velocity",1,978,152,978,0,0.136,5635,1.05,0.97,978,0,6.6756415013874e-05
"TOI-1130 b","TOI-1130","Transit",1,825,NA,825,0.052162,0.11,4360,0.697,0.745,825,0,0.000574468942302106
"TOI-1130 c","TOI-1130","Transit",1,650,NA,650,0.0398,0.11,4360,0.697,0.745,650,0,0.00669937881915448
"TOI-1135 b","TOI-1135","Transit",1,1074.28,254.894,1074.28,NA,NA,5962.7,1.15,1.156039,1074.28,0,1.72242548794685e-05
"TOI-1136 b","TOI-1136","Transit",1,1216,NA,1216,0.027,0.07,5770,0.968,1.022,1216,0,2.34469139362301e-06
"TOI-1136 c","TOI-1136","Transit",1,1062,NA,1062,0.11,0.07,5770,0.968,1.022,1062,0,2.04730715689468e-05
"TOI-1136 d","TOI-1136","Transit",1,843,NA,843,0.042,0.07,5770,0.968,1.022,843,0,0.000445987897419672
"TOI-1136 e","TOI-1136","Transit",1,737,NA,737,0.0425,0.07,5770,0.968,1.022,737,0,0.00197892902597692
"TOI-1136 f","TOI-1136","Transit",1,658,NA,658,0.001,0.07,5770,0.968,1.022,658,0,0.00599040004950781
"TOI-1136 g","TOI-1136","Transit",1,574,NA,574,0.04,0.07,5770,0.968,1.022,574,0,0.0192727458653719
"TOI-1173 b","TOI-1173","Transit",1,868,132,868,0.023,0.139,5350,0.934,0.911,868,0,0.000313764426341188
"TOI-1174 b","TOI-1174","Transit",1,NA,52.02,747.941767772519,NA,NA,5030,0.76,0.85,747.941767772519,0,0.00169701991058974
"TOI-1180 b","TOI-1180","Transit",1,NA,36.97,686.732438398825,NA,NA,4738,0.73,0.75,686.732438398825,0,0.0040062297441495
"TOI-1184 b","TOI-1184","Transit",1,NA,57.54,767.039384567367,NA,NA,4534,0.69,0.71,767.039384567367,0,0.00129763850313195
"TOI-1194 b","TOI-1194","Transit",1,1264.29,NA,1264.29,0,0.348,5394,0.9608,0.9835,1264.29,0,1.18845431853086e-06
"TOI-1199 b","TOI-1199","Transit",1,1486,NA,1486,0.03,0.44,5710,1.45,1.23,1486,0,5.24924772533545e-08
"TOI-1201 b","TOI-1201","Transit",1,703,40.6,703,0,0.05,3476,0.508,0.512,703,0,0.00318918504909605
"TOI-122 b","TOI-122","Transit",1,471,8.8,471,0,NA,3403,0.334,0.312,471,0,0.0772535124235643
"TOI-1221 b","TOI-1221","Transit",1,440,6.06,440,0.21,0.06,5592,1.031,0.93,440,0,0.114654678857584
"TOI-1224 b","TOI-1224","Transit",1,541,NA,541,NA,NA,3326,0.404,0.4,541,0,0.0303172914774415
"TOI-1227 b","TOI-1227","Transit",1,NA,3.21,372.779015992259,NA,NA,3072,0.56,0.17,372.779015992259,0,0.25008318615154
"TOI-1231 b","TOI-1231","Transit",1,329.6,1.93,329.6,0.087,0.041,3553,0.476,0.485,329.6,1,0.379755693054456
"TOI-1238 b","TOI-1238","Transit",1,1133,442,1133,0.25,0.31,4089,0.58,0.59,1133,0,7.53880419719964e-06
"TOI-1238 c","TOI-1238","Transit",1,695,63,695,0.15,0.31,4089,0.58,0.59,695,0,0.0035678230163534
"TOI-1244 b","TOI-1244","Transit",1,NA,56.63,763.988532623498,NA,NA,4599,0.721,0.73,763.988532623498,0,0.00135448120147942
"TOI-1246 b","TOI-1246","Transit",1,955,196,955,NA,0.17,5151,0.86,0.87,955,0,9.22649175223901e-05
"TOI-1246 c","TOI-1246","Transit",1,862.49,NA,862.49,0,0.168,5213,0.8649,0.8889,862.49,0,0.000339050764570342
"TOI-1246 d","TOI-1246","Transit",1,587.77,NA,587.77,0,0.168,5213,0.8649,0.8889,587.77,0,0.0159320249744585
"TOI-1246 e","TOI-1246","Transit",1,463.98,NA,463.98,0,0.168,5213,0.8649,0.8889,463.98,0,0.0845957398136316
"TOI-1248 b","TOI-1248","Transit",1,952.09,NA,952.09,0,0.223,5205,0.8686,0.9042,952.09,0,9.61209699196887e-05
"TOI-1249 b","TOI-1249","Transit",1,726.89,NA,726.89,0,0.297,5497,0.9785,1.0062,726.89,0,0.0022807715905387
"TOI-125 b","TOI-125","Transit",1,1037,185,1037,0.194,-0.02,5320,0.848,0.859,1037,0,2.91042272237452e-05
"TOI-125 c","TOI-125","Transit",1,827.8,77.59,827.8,0.066,-0.02,5320,0.848,0.859,827.8,0,0.000552287469054417
"TOI-125 d","TOI-125","Transit",1,638.1,26.7,638.1,0.168,-0.02,5320,0.848,0.859,638.1,0,0.00791090680787736
"TOI-1259 A b","TOI-1259 A","Transit",1,963,NA,963,0,-0.5,4775,0.711,0.744,963,0,8.24427144736956e-05
"TOI-1260 b","TOI-1260","Transit",1,871,95.58,871,0,-0.1,4227,0.672,0.679,871,0,0.000300798812717299
"TOI-1260 c","TOI-1260","Transit",1,651,29.81,651,0,-0.1,4227,0.672,0.679,651,0,0.00660638864079022
"TOI-1260 d","TOI-1260","Transit",1,499,10.32,499,0,-0.1,4227,0.672,0.679,499,0,0.0534408733059573
"TOI-1266 b","TOI-1266","Transit",1,415,NA,415,0.039,-0.109,3563,0.4232,0.437,415,0,0.155477372392245
"TOI-1266 c","TOI-1266","Transit",1,346,NA,346,0.071,-0.109,3563,0.4232,0.437,346,1,0.327094880834963
"TOI-1266 d","TOI-1266","Transit Timing Variations",1,288,NA,288,0.087,-0.109,3563,0.4232,0.437,288,1,0.523677104232475
"TOI-1268 b","TOI-1268","Transit",1,918.9,NA,918.9,0.105,0.36,5300,0.92,0.96,918.9,0,0.000153327409501071
"TOI-1269 b","TOI-1269","Transit",1,1004.9,NA,1004.9,0,-0.049,5499,0.8521,0.9027,1004.9,0,4.57208491506816e-05
"TOI-1272 b","TOI-1272","Transit",1,975,NA,975,0.35,0.182,5065,0.7934,0.8772,975,0,6.96345821386513e-05
"TOI-1273 b","TOI-1273","Transit",1,1211,NA,1211,0.055,0.07,5690,1.06,1.06,1211,0,2.51559648001134e-06
"TOI-1279 b","TOI-1279","Transit",1,759,NA,759,0,-0.079,5457,0.8426,0.8784,759,0,0.00145283232386795
"TOI-128.01","TOI-128","Transit",1,1344.51,182.406,1344.51,NA,NA,6086,1.13,0.851969,1344.51,0,3.8437275286991e-07
"TOI-1288 b","TOI-1288","Transit",1,1203.44,NA,1203.44,0,0.257,5388,0.9583,0.9552,1203.44,0,2.79795396668236e-06
"TOI-1294 b","TOI-1294","Transit",1,1392.74,NA,1392.74,0,0.283,5718,1.5566,1.1578,1392.74,0,1.94991483032019e-07
"TOI-1295 b","TOI-1295","Transit",1,2360,1800,2360,0.024,0.26,6280,1.7,1.38,2360,0,2.39342373469592e-13
"TOI-1296 b","TOI-1296","Transit",1,1414.84,NA,1414.84,0,0.405,5567,1.7031,1.1576,1414.84,0,1.42876551482962e-07
"TOI-1298 b","TOI-1298","Transit",1,1278,NA,1278,0,0.397,5752,1.4536,1.2187,1278,0,9.79940659253547e-07
"TOI-1301.01","TOI-1301","Transit",1,NA,72.55,812.801607212534,NA,NA,4820,0.732,0.77,812.801607212534,0,0.000681969736346401
"TOI-132 b","TOI-132","Transit",1,1395,860,1395,0.059,0.16,5397,0.9,0.97,1395,0,1.88888109878354e-07
"TOI-1333 b","TOI-1333","Transit",1,1679,NA,1679,0.073,0.119,6274,1.925,1.464,1679,0,3.47264243647053e-09
"TOI-1346 b","TOI-1346","Transit",1,1324,NA,1324,NA,-0.01,5099,0.78,0.82,1324,0,5.12968430671095e-07
"TOI-1346 c","TOI-1346","Transit",1,928,NA,928,NA,-0.01,5099,0.78,0.82,928,0,0.000134901581313813
"TOI-1347 b","TOI-1347","Transit",1,1400,NA,1400,0,0.04,5464,0.83,0.913,1400,0,1.76055364642409e-07
"TOI-1347 c","TOI-1347","Transit",1,1000,NA,1000,0,0.04,5464,0.83,0.913,1000,0,4.89843248274485e-05
"TOI-1386 b","TOI-1386","Transit",1,615.03,NA,615.03,0,0.149,5735,1.0235,1.0363,615.03,0,0.010911717067309
"TOI-139 b","TOI-139","Transit",1,561.17,NA,561.17,NA,-0.238,4570,0.7007,0.69,561.17,0,0.0229982998486041
"TOI-1410.01","TOI-1410","Transit",1,1236.7,NA,1236.7,0,0.328,4635,0.7558,0.7941,1236.7,0,1.75221237306855e-06
"TOI-1411 b","TOI-1411","Transit",1,976.4,NA,976.4,0,0.012,4115,0.614,0.6045,976.4,0,6.82763132170329e-05
"TOI-1416 b","TOI-1416","Transit",1,1517,883,1517,0,0.08,4884,0.793,0.798,1517,0,3.39354665684241e-08
"TOI-1420 b","TOI-1420","Transit",1,957,139,957,0.17,0.28,5510,0.923,0.987,957,0,8.97047756775095e-05
"TOI-1422 b","TOI-1422","Transit",1,867,NA,867,0.04,-0.09,5840,1.019,0.981,867,0,0.000318209282788435
"TOI-1431 b","TOI-1431","Transit",1,2370,5300,2370,0.0022,0.09,7690,1.92,1.9,2370,0,2.07926032590683e-13
"TOI-1437 b","TOI-1437","Transit",1,NA,82,838.066850514026,0.17,-0.4924,6008,1.17,1.1,838.066850514026,0,0.000478030917165692
"TOI-1439 b","TOI-1439","Transit",1,748.4,NA,748.4,0.157,0.226,5841,1.6184,1.2313,748.4,0,0.00168613127622063
"TOI-1442 b","TOI-1442","Transit",1,1072,NA,1072,NA,NA,3330,0.31,0.29,1072,0,1.77858016706298e-05
"TOI-1443 b","TOI-1443","Transit",1,520.66,NA,520.66,0,-0.294,5224,0.7511,0.7663,520.66,0,0.0399621036809432
"TOI-1444 b","TOI-1444","Transit",1,2130.02,NA,2130.02,0,0.146,5460,0.9105,0.9513,2130.02,0,6.08757159622927e-12
"TOI-1448 b","TOI-1448","Transit",1,426,5.45,426,0.36,0.37,3412,0.38,0.372,426,0,0.136219016816379
"TOI-1450 A b","TOI-1450 A","Transit",1,722,NA,722,NA,-0.12,3437,0.483,0.48,722,0,0.00244283643844877
"TOI-1450 A c","TOI-1450 A","Transit",1,533,NA,533,NA,-0.12,3437,0.483,0.48,533,0,0.0338074950637519
"TOI-1451 b","TOI-1451","Transit",1,723.33,NA,723.33,0,0.019,5801,1.0162,1.0022,723.33,0,0.00239765301817893
"TOI-1452 b","TOI-1452","Transit",1,326,1.8,326,0,-0.07,3185,0.275,0.249,326,1,0.39175794500129
"TOI-1453 b","TOI-1453","Transit",1,944.2,132.6,944.2,0,-0.31,4975,0.72,0.715,944.2,0,0.000107406262915102
"TOI-1453 c","TOI-1453","Transit",1,819.8,75.3,819.8,0,-0.31,4975,0.72,0.715,819.8,0,0.000618052251374759
"TOI-1467 b","TOI-1467","Transit",1,NA,18.13,574.678104373167,NA,NA,3834,0.491,0.489,574.678104373167,0,0.0190932184875699
"TOI-1468 b","TOI-1468","Transit",1,683.5,36.4,683.5,0.0099,-0.01,3376,0.3714,0.3527,683.5,0,0.00419187727504938
"TOI-1468 c","TOI-1468","Transit",1,338.1,2.13,338.1,0.111,-0.01,3376,0.3714,0.3527,338.1,1,0.352015615403317
"TOI-1470 b","TOI-1470","Transit",1,734,46.3,734,0.3,0,3709,0.469,0.471,734,0,0.00206407931358174
"TOI-1470 c","TOI-1470","Transit",1,373,3.35,373,0.5,0,3709,0.469,0.471,373,0,0.249500474304941
"TOI-1472 b","TOI-1472","Transit",1,811.14,NA,811.14,0,0.287,5133,0.8377,0.9154,811.14,0,0.000698091417107043
"TOI-150.01","TOI-150","Transit",1,1404.5,NA,1404.5,0.262,0.28,6255,1.526,1.351,1404.5,0,1.65253033672902e-07
"TOI-1518 b","TOI-1518","Transit",1,2492,NA,2492,0.01,-0.1,7300,1.95,1.79,2492,0,3.73557967141248e-14
"TOI-157 b","TOI-157","Transit",1,1588,1062,1588,0,0.24,5404,1.167,0.948,1588,0,1.24959038700183e-08
"TOI-1601 b","TOI-1601","Transit",1,1493.97,NA,1493.97,0,0.343,5982,2.195,1.5055,1493.97,0,4.69236538174649e-08
"TOI-163 b","TOI-163","Transit",1,1669,NA,1669,0,0.22,6495,1.648,1.4352,1669,0,3.99733728463041e-09
"TOI-1630.01","TOI-1630","Transit",1,NA,55.58,760.422283720498,NA,NA,5504,0.83,0.95,760.422283720498,0,0.00142408632770711
"TOI-1659.01","TOI-1659","Transit",1,NA,268.44,1127.29351087333,NA,NA,5977,1.006,1.1,1127.29351087333,0,8.16911405442808e-06
"TOI-1669 c","TOI-1669","Transit",1,1285.16,NA,1285.16,0,0.274,5497,1.0561,0.9867,1285.16,0,8.86022066510091e-07
"TOI-1670 b","TOI-1670","Transit",1,1062,NA,1062,0.59,0.09,6170,1.316,1.21,1062,0,2.04730715689468e-05
"TOI-1670 c","TOI-1670","Transit",1,684,NA,684,0.09,0.09,6170,1.316,1.21,684,0,0.00416261060879719
"TOI-1680 b","TOI-1680","Transit",1,404,4.41,404,NA,0.04,3225,0.2106,0.1798,404,0,0.176900828124424
"TOI-1683.01","TOI-1683","Transit",1,929.25,163.056,929.25,NA,NA,4402,0.7,0.694661,929.25,0,0.00013254984406713
"TOI-1685 b","TOI-1685","Transit",1,1062,236,1062,0,0.3,3575,0.4555,0.454,1062,0,2.04730715689468e-05
"TOI-169 b","TOI-169","Transit",1,1715,1443,1715,0,0.24,5880,1.288,1.147,1715,0,2.09248066275469e-09
"TOI-1691 b","TOI-1691","Transit",1,NA,59.13,772.284234622026,NA,NA,5759,1,1.03,772.284234622026,0,0.00120543045376942
"TOI-1693 b","TOI-1693","Transit",1,764,NA,764,NA,NA,3499,0.46,0.49,764,0,0.0013542629553234
"TOI-1694 b","TOI-1694","Transit",1,943.19,NA,943.19,0,0.131,5058,0.8036,0.853,943.19,0,0.000108943449359332
"TOI-1695 b","TOI-1695","Transit",1,698,39,698,0.097,0,3690,0.515,0.513,698,0,0.00342085083953245
"TOI-1696 b","TOI-1696","Transit",1,489,NA,489,NA,0.336,3185,0.2775,0.255,489,0,0.0610227263290738
"TOI-1710 b","TOI-1710","Transit",1,602.99,NA,602.99,0,0.147,5684,0.9574,1.0258,602.99,0,0.0129001992547049
"TOI-1716.01","TOI-1716","Transit",1,NA,254.83,1112.72498066954,NA,NA,5879,1.24,1.07,1112.72498066954,0,1.00277500180061e-05
"TOI-172 b","TOI-172","Transit",1,1198,299,1198,0.3806,0.148,5645,1.777,1.128,1198,0,3.02054078054734e-06
"TOI-1723 b","TOI-1723","Transit",1,NA,92.36,863.368462618126,NA,NA,5777,1.09,1.04,863.368462618126,0,0.000334886922243336
"TOI-1728 b","TOI-1728","Transit",1,767,57.78,767,0.057,0.25,3980,0.6243,0.646,767,0,0.0012983569076402
"TOI-1736 b","TOI-1736","Transit",1,1099.79,NA,1099.79,0,0.148,5636,1.4286,1.0373,1099.79,0,1.2029545970523e-05
"TOI-1739 b","TOI-1739","Transit",1,NA,53.91,754.644710773127,NA,NA,4814,0.781,0.78,754.644710773127,0,0.0015445113612489
"TOI-1742 b","TOI-1742","Transit",1,694.09,NA,694.09,0.3,0.193,5815,1.131,1.0861,694.09,0,0.00361363605637075
"TOI-1744.01","TOI-1744","Transit",1,NA,63.31,785.585172698887,NA,NA,6179,1.14,1.18,785.585172698887,0,0.000999881487437527
"TOI-1749 b","TOI-1749","Transit",1,831,NA,831,0.14,-0.26,3985,0.55,0.58,831,0,0.000527983460182458
"TOI-1749 c","TOI-1749","Transit",1,673,NA,673,0.019,-0.26,3985,0.55,0.58,673,0,0.0048560713091354
"TOI-1749 d","TOI-1749","Transit",1,533,NA,533,0.062,-0.26,3985,0.55,0.58,533,0,0.0338074950637519
"TOI-1751 b","TOI-1751","Transit",1,651.64,NA,651.64,0.327,-0.373,5970,1.3137,0.9382,651.64,0,0.00654754896944052
"TOI-1753 b","TOI-1753","Transit",1,1005.43,NA,1005.43,0,0.026,5621,0.9715,0.9483,1005.43,0,4.53811572782709e-05
"TOI-1758 b","TOI-1758","Transit",1,NA,21.05,596.538152084414,NA,NA,5169,0.81,0.88,596.538152084414,0,0.0141088633687864
"TOI-1759 b","TOI-1759","Transit",1,443,6.39,443,0,0.05,4065,0.597,0.606,443,0,0.110438804695859
"TOI-1768.01","TOI-1768","Transit",1,NA,240.87,1097.1623036206,NA,NA,5994,1.1,1.1,1097.1623036206,0,1.24826583149696e-05
"TOI-1772.01","TOI-1772","Transit",1,NA,140.93,959.568676003129,NA,NA,5583,0.995,0.99,959.568676003129,0,8.65206118158937e-05
"TOI-1775 b","TOI-1775","Transit",1,707.89,NA,707.89,0,0.162,5284,0.8288,0.9218,707.89,0,0.00297775307596394
"TOI-1776 b","TOI-1776","Transit",1,1269.21,NA,1269.21,0,-0.193,5785,0.9356,0.9196,1269.21,0,1.10896043069207e-06
"TOI-1777.01","TOI-1777","Transit",1,NA,71.34,809.391195320435,NA,NA,5859,0.98,1.06,809.391195320435,0,0.000715470641816425
"TOI-178 b","TOI-178","Transit",1,1040,NA,1040,NA,-0.23,4316,0.651,0.65,1040,0,2.79012317808565e-05
"TOI-178 c","TOI-178","Transit",1,873,NA,873,NA,-0.23,4316,0.651,0.65,873,0,0.000292454021443322
"TOI-178 d","TOI-178","Transit",1,690,NA,690,NA,-0.23,4316,0.651,0.65,690,0,0.00382688787700455
"TOI-178 e","TOI-178","Transit",1,600,NA,600,NA,-0.23,4316,0.651,0.65,600,0,0.0134470756967497
"TOI-178 f","TOI-178","Transit",1,521,NA,521,NA,-0.23,4316,0.651,0.65,521,0,0.0397789594913737
"TOI-178 g","TOI-178","Transit",1,470,NA,470,NA,-0.23,4316,0.651,0.65,470,0,0.0782625740969464
"TOI-1782.01","TOI-1782","Transit",1,NA,56.25,762.703661325944,NA,NA,4336,0.669,0.68,762.703661325944,0,0.00137915853648022
"TOI-1782.02","TOI-1782","Transit",1,NA,214.17,1065.40531415394,NA,NA,4336,0.669,0.68,1065.40531415394,0,1.95152131190969e-05
"TOI-1789 b","TOI-1789","Transit",1,1927,2300,1927,NA,0.373,5991,2.168,1.507,1927,0,1.05953193660008e-10
"TOI-1794 b","TOI-1794","Transit",1,992.91,NA,992.91,0,0.035,5631,1.3162,0.9698,992.91,0,5.41230670949479e-05
"TOI-1798.01","TOI-1798","Transit",1,NA,69.26,803.425887721089,NA,NA,5165,0.78,0.87,803.425887721089,0,0.000778070659817943
"TOI-1798.02","TOI-1798","Transit",1,NA,3345.44,2118.06123033082,NA,NA,5165,0.78,0.87,2118.06123033082,0,7.2031920216557e-12
"TOI-1799 b","TOI-1799","Transit",1,NA,164.26,997.029834657945,NA,NA,5690,0.957,1.01,997.029834657945,0,5.10748517354785e-05
"TOI-1801 b","TOI-1801","Transit",1,493.7,NA,493.7,0,-0.19,3863,0.547,0.556,493.7,0,0.0573414779409212
"TOI-1803 b","TOI-1803","Transit",1,747,58,747,0,0.014,4687,0.715,0.756,747,0,0.00171961932664087
"TOI-1803 c","TOI-1803","Transit",1,588,22,588,0,0.014,4687,0.715,0.756,588,0,0.0158813636169897
"TOI-1806.01","TOI-1806","Transit",1,337.47,2.1473,337.47,NA,NA,3272,0.401575,0.392935,337.47,1,0.354040346798036
"TOI-1807 b","TOI-1807","Transit",1,1694.1,NA,1694.1,0,0.044,4914,0.746,0.8048,1694.1,0,2.80790798160818e-09
"TOI-181 b","TOI-181","Transit",1,895.1,102.43,895.1,0.1543,0.272,4994,0.745,0.822,895.1,0,0.00021430723808168
"TOI-1811 b","TOI-1811","Transit",1,962.2,NA,962.2,0.052,0.306,4766,0.769,0.817,962.2,0,8.33759385104754e-05
"TOI-1820 b","TOI-1820","Transit",1,1375,NA,1375,0.043,0.14,5734,1.51,1.04,1375,0,2.50279942893399e-07
"TOI-1823 b","TOI-1823","Transit",1,423.63,NA,423.63,0,0.243,4927,0.8049,0.8414,423.63,0,0.140190777460134
"TOI-1824 b","TOI-1824","Transit",1,528.67,NA,528.67,0,0.124,5165,0.8123,0.8801,528.67,0,0.0358552308543445
"TOI-1836 b","TOI-1836","Transit",1,966,NA,966,0,-0.101,6380,1.577,1.307,966,0,7.90351978427917e-05
"TOI-1836 c","TOI-1836","Transit",1,2007.6,NA,2007.6,0,-0.136,6237,1.6454,1.2518,2007.6,0,3.40848664016831e-11
"TOI-1842 b","TOI-1842","Transit",1,1199.55,NA,1199.55,0.276,0.332,6039,2.032,1.4643,1199.55,0,2.95537482309906e-06
"TOI-1846 b","TOI-1846","Transit",1,568.1,17.35,568.1,NA,0.169,3568,0.397,0.418,568.1,0,0.0209061942819204
"TOI-1853 b","TOI-1853","Transit",1,1479,NA,1479,0.03,0.11,4985,0.808,0.837,1479,0,5.79261380465587e-08
"TOI-1855 b","TOI-1855","Transit",1,1701,NA,1701,0.033,0.399,5359,1.041,0.987,1701,0,2.54810001359829e-09
"TOI-1860 b","TOI-1860","Transit",1,1885,NA,1885,NA,0.04,5752,0.94,0.99,1885,0,1.91328251748592e-10
"TOI-1883 b","TOI-1883","Transit",1,524.92,NA,524.92,NA,NA,3477,0.494,0.492,524.92,0,0.0377247283901004
"TOI-1898 b","TOI-1898","Transit",1,674.54,NA,674.54,0.485,-0.095,6241,1.6131,1.2484,674.54,0,0.00475246815140084
"TOI-1899 b","TOI-1899","Transit",1,378,3.4,378,0.044,0.28,3926,0.607,0.632,378,0,0.236559662953358
"TOI-1937 A b","TOI-1937 A","Transit",1,2097,3230,2097,0,0.196,5814,1.08,1.072,2097,0,9.68794581206476e-12
"TOI-198 b","TOI-198","Transit",1,368,NA,368,NA,-0.7,3650,0.441,0.467,368,0,0.26290541774822
"TOI-1994 b","TOI-1994","Transit",1,2290,NA,2290,0.341,-0.01,7700,2.3,1.86,2290,0,6.40906504335237e-13
"TOI-2000 b","TOI-2000","Transit",1,1488,628,1488,0,0.439,5611,1.134,1.082,1488,0,5.10357996704623e-08
"TOI-2000 c","TOI-2000","Transit",1,1038,149,1038,0.063,0.439,5611,1.134,1.082,1038,0,2.86975734646894e-05
"TOI-2010 b","TOI-2010","Transit",1,400.2,4.09,400.2,0.212,0.168,5929,1.079,1.112,400.2,0,0.184821501210512
"TOI-2015 b","TOI-2015","Transit",1,530.9,13.185,530.9,0.0789,-0.31,3297,0.3273,0.3041,530.9,0,0.0347861315511196
"TOI-2015 c","TOI-2015","Transit Timing Variations",1,448,6.68,448,0.00033,-0.31,3297,0.3273,0.3041,448,0,0.103713942859683
"TOI-2019 b","TOI-2019","Transit",1,917.46,NA,917.46,0,0.409,5626,1.7457,1.1832,917.46,0,0.000156465423454839
"TOI-2025 b","TOI-2025","Transit",1,1166,NA,1166,0.394,0.15,5977,1.459,1.199,1166,0,4.73847160328307e-06
"TOI-2031 A b","TOI-2031 A","Transit",1,1358,567,1358,0.076,-0.24,6490,1.241,1.174,1358,0,3.17917366987783e-07
"TOI-206 b","TOI-206","Transit",1,910,NA,910,NA,NA,3383,0.35,0.35,910,0,0.000173779867198729
"TOI-2068 b","TOI-2068","Transit",1,520.62,12.23,520.62,NA,0.27,3710,0.535,0.559,520.62,0,0.0399837031115124
"TOI-2076 b","TOI-2076","Transit",1,738,49.4,738,0,0.017,5201,0.774,0.883,738,0,0.00195133194676167
"TOI-2076 c","TOI-2076","Transit",1,543.16,NA,543.16,0,0.02,5192,0.796,0.8557,543.16,0,0.029436408861299
"TOI-2076 d","TOI-2076","Transit",1,457.68,NA,457.68,0,0.02,5192,0.796,0.8557,457.68,0,0.0917182786928365
"TOI-2076 e","TOI-2076","Transit",1,1138,NA,1138,NA,0.02,5192,0.796,0.8557,1138,0,7.02663383899539e-06
"TOI-2081 b","TOI-2081","Transit",1,488,8.1,488,NA,-0.5,3800,0.534,0.54,488,0,0.061833992851214
"TOI-2084 b","TOI-2084","Transit",1,527,12.8,527,NA,-0.13,3551,0.475,0.453,527,0,0.0366765028638501
"TOI-2088 b","TOI-2088","Transit",1,300.33,NA,300.33,0,0.339,5081,0.8481,0.9027,300.33,1,0.480330308661255
"TOI-2095 b","TOI-2095","Transit",1,347,3.43,347,0,-0.24,3759,0.44,0.44,347,1,0.324005309590768
"TOI-2095 c","TOI-2095","Transit",1,297,1.84,297,0,-0.24,3759,0.44,0.44,297,1,0.492035154123887
"TOI-2096 b","TOI-2096","Transit",1,445,9.4,445,0.15,-0.03,3300,0.235,0.231,445,0,0.107704184959253
"TOI-2096 c","TOI-2096","Transit",1,349,3.7,349,0.1,-0.03,3300,0.235,0.231,349,1,0.317872149526735
"TOI-2107 b","TOI-2107","Transit",1,1397,NA,1397,0.033,0.07,5627,0.932,0.961,1397,0,1.83646424721851e-07
"TOI-2109 b","TOI-2109","Transit",1,3646,NA,3646,NA,0.068,6540,1.698,1.453,3646,0,3.31268516375841e-21
"TOI-2120 b","TOI-2120","Transit",1,384,3.61,384,0.32,0.39,3131,0.245,0.211,384,0,0.221652521876366
"TOI-2128 b","TOI-2128","Transit",1,780.53,NA,780.53,0,-0.07,5968,1.1174,1.0251,780.53,0,0.00107351728721635
"TOI-2134 b","TOI-2134","Transit",1,666,32,666,0.06,0.12,4580,0.709,0.744,666,0,0.0053560461861449
"TOI-2134 c","TOI-2134","Transit",1,306,1.4,306,0.67,0.12,4580,0.709,0.744,306,1,0.460456887835262
"TOI-2136 b","TOI-2136","Transit",1,395,4,395,0,0.03,3342,0.34,0.34,395,0,0.196100649788625
"TOI-2141 b","TOI-2141","Transit",1,722,NA,722,0.21,-0.12,5659,0.98,0.94,722,0,0.00244283643844877
"TOI-2145 b","TOI-2145","Transit",1,1363.43,NA,1363.43,0.21,0.285,6200,2.7505,1.7169,1363.43,0,2.94531085895004e-07
"TOI-2152 A b","TOI-2152","Transit",1,1802,NA,1802,0.057,0.282,6630,1.612,1.516,1802,0,6.151742283057e-10
"TOI-2154 b","TOI-2154","Transit",1,1580,NA,1580,0.117,0.011,6280,1.396,1.233,1580,0,1.39847998816011e-08
"TOI-2158 b","TOI-2158","Transit",1,1188,NA,1188,0.07,0.47,5673,1.41,1.12,1188,0,3.47692427268428e-06
"TOI-2169 A b","TOI-2169 A","Transit",1,1364,577,1364,0.045,0.123,6270,1.82,1.42,1364,0,2.92178212758044e-07
"TOI-2180 b","TOI-2180","Transit",1,348,2.71,348,0.3683,0.253,5695,1.636,1.111,348,1,0.320931002740892
"TOI-2184 b","TOI-2184","Transit",1,NA,1429,1712.31340540069,0.08,0.14,5966,2.9,1.53,1712.31340540069,0,2.17309857986204e-09
"TOI-2193 A b","TOI-2193 A","Transit",1,1763,1600,1763,0,0.027,5966,1.248,1.082,1763,0,1.06495183540834e-09
"TOI-2194 b","TOI-2194","Transit",1,590.88,NA,590.88,NA,-0.372,4756,0.6909,0.74,590.88,0,0.0152602591523959
"TOI-2196 b","TOI-2196","Transit",1,1860,2000,1860,0,0.14,5634,1.043,1.032,1860,0,2.71991867837835e-10
"TOI-220 b","TOI-220","Transit",1,805,NA,805,0.032,-0.217,5298,0.858,0.825,805,0,0.000761039024049872
